,Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES,base_rdkit_smiles
64304,SJMQTTISZPIKBR-XBTAAFKLNA-N,CHEMBL2391572,1559,A,7.17,chembl20,966356,9606,CYP2C9,un28,O=S(=O)(C=1C=CC(NC(NCC=2C=NC=CC2)=O)=CC1)C3=CC=CC=C3,O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1
64341,VEOSWDGBPLPRQV-JLGFQASFNA-N,CHEMBL1461327,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,S=C1N(C(=O)C2=C(N1)C=C3OCOC3=C2)CCC(=O)NCCCC,CCCCNC(=O)CCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3
64368,VGUISGRXNSMZGK-HPHMPNDVNA-N,CHEMBL1428349,1559,A,5.2,chembl20,737826,9606,CYP2C9,un28,O(C1=NC(=CC(=N1)C(=O)N)C=2C=CC=CC2)C3=CC=C(C=C3)C#N,N#Cc1ccc(Oc2nc(C(N)=O)cc(-c3ccccc3)n2)cc1
64389,VIOIRTNIEFLMBM-PKSOQXRJNA-N,CHEMBL1558093,1559,N,4.6,chembl20,737826,9606,CYP2C9,un28,O=C1N(C(=O)NC(=O)C1C(=NCCN2CCOCC2)C)CC3=CC=CC=C3,CC(=NCCN1CCOCC1)C1C(=O)NC(=O)N(Cc2ccccc2)C1=O
64394,NOTVTROJVYACLT-GPQMBLKYNA-N,CHEMBL2069801,1559,A,5.66,chembl20,834172,9606,CYP2C9,un28,O=S(C=1C=CC=CC1)(=O)CC=2N=C(ON2)C(NCC3=CC=NC=C3)=O,O=C(NCc1ccncc1)c1nc(CS(=O)(=O)c2ccccc2)no1
64411,VHVMQNZTAHDQEH-UHFFFAOYNA-N,CHEMBL1327566,1559,A,5.05,chembl20,737826,9606,CYP2C9,un28,S1C(C(=O)C2=C(N(C(O)=C2O)CC=3OC=CC3)C4=CC=CC=C4)=CC=C1,O=C(c1cccs1)c1c(O)c(O)n(Cc2ccco2)c1-c1ccccc1
64427,VFIALPUYBASCKA-LILDFLRNNA-N,CHEMBL1542230,1559,A,5.2,chembl20,737826,9606,CYP2C9,un28,O1C(CN2N=CC(N(=O)=O)=C2)=CC=C1C(=O)NC(C3=CC=CC=C3)C,CC(NC(=O)c1ccc(Cn2cc([N+](=O)[O-])cn2)o1)c1ccccc1
64454,SWBQUHGBJVCMRV-XBTAAFKLNA-N,CHEMBL2393187,1559,A,6.34,chembl20,966356,9606,CYP2C9,un28,O=S(=O)(C=1C=CC(NC(NCC2=CN=CC=N2)=O)=CC1)C3=CC=CC=C3,O=C(NCc1cnccn1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1
64469,SZAKWCMAJDDKGG-UHFFFAOYNA-N,CHEMBL1480944,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,S(C=1N(C(=NN1)COC2=CC=C(C=C2)C)CC)CC3=CC=C(C=C3)C#N,CCn1c(COc2ccc(C)cc2)nnc1SCc1ccc(C#N)cc1
64480,SUJZOJZVJMWSMI-UHFFFAOYNA-N,CHEMBL1421334,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,S1C=2N(N=C1C3=CC=4OCOC4C=C3)C(=NN2)CN5C=6C(N=C5)=CC=CC6,c1ccc2c(c1)ncn2Cc1nnc2sc(-c3ccc4c(c3)OCO4)nn12
64488,SUYIANPEKZNQMF-UHFFFAOYNA-N,CHEMBL1315257,1559,A,6.6,chembl20,737826,9606,CYP2C9,un28,FC=1C=CC(C2=NC3=C(N(C2=O)C4CC4)N=C(N=C3)N(C)C)=CC1,CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(C3CC3)c2n1
64489,SVBITCOQVHQBHF-PKSOQXRJNA-N,CHEMBL1606201,1559,A,5.85,chembl20,737826,9606,CYP2C9,un28,S1C2=NC3=C(C=C2C(N)=C1C(=O)NCC4=CC=CC=C4)C(=O)CCC3,Nc1c(C(=O)NCc2ccccc2)sc2nc3c(cc12)C(=O)CCC3
64494,STQHKHXJGJYLEC-HCKMINDGNA-N,CHEMBL1494046,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,O=C(NC=1N=C(C=C(N1)C)C)C=2C(=C(N(=O)=O)C=CC2)C,Cc1cc(C)nc(NC(=O)c2cccc([N+](=O)[O-])c2C)n1
64502,SUCQSXWPODNDSJ-JLGFQASFNA-N,CHEMBL1565411,1559,N,4.6,chembl20,737826,9606,CYP2C9,un28,O1C(CNC(=O)C(=O)NC2=CC=C(C=C2)C(OCC)=O)CCC1,CCOC(=O)c1ccc(NC(=O)C(=O)NCC2CCCO2)cc1
64506,SUHGRZPINGKYNV-GJZGRUSLNA-N,CHEMBL86931,1559,A,5.2,chembl20,737826,9606,CYP2C9,un28,O1[C@@H](CC=2C(=C(C=CC2[C@@H]1CN)O)O)C=3C=CC=CC3,NC[C@@H]1O[C@H](c2ccccc2)Cc2c1ccc(O)c2O
64510,TUJRFVONHVVVPO-SDRQFZCRNA-N,CHEMBL3191636,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,O1C2=C(C=C(C1NC=3C=C(OC)C=CC3)C(=O)N)C(=CN=C2C)C=O,COc1cccc(NC2Oc3c(C)ncc(C=O)c3C=C2C(N)=O)c1
64526,TUVXQWORBRIQRJ-HVXXBKQBNA-N,CHEMBL1353342,1559,A,5.25,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(N2N=NN=C2SCC=3N=C(N4CCOCC4)N=C(N3)N)C=C1,Nc1nc(CSc2nnnn2-c2ccc(Cl)cc2)nc(N2CCOCC2)n1
64533,SWLGCMRBMORPCT-UHFFFAOYNA-N,CHEMBL1309472,1559,N,4.55,chembl20,737826,9606,CYP2C9,un28,O1C(C(C2C(=O)CC(CC2=O)(C)C)C3C(=O)CC(CC3=O)(C)C)=CC=C1,CC1(C)CC(=O)C(C(c2ccco2)C2C(=O)CC(C)(C)CC2=O)C(=O)C1
64558,TUCIOBMMDDOEMM-JQIBVDSFNA-N,CHEMBL56543,1559,A,6.6,chembl20,688885,9606,CYP2C9,un28,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1
64572,SXLCRXONHXFNBM-MPIMZMORNA-N,CHEMBL1418864,1559,A,7.9,chembl20,737826,9606,CYP2C9,un28,S(C1=CC=C(C=C1)C)CC=2C=CC(C(=O)NCC3=CC=NC=C3)=CC2,Cc1ccc(SCc2ccc(C(=O)NCc3ccncc3)cc2)cc1
64575,SXRFIFLANPJWQC-UHFFFAOYNA-N,CHEMBL498026,1559,A,5.54,chembl20,519904,9606,CYP2C9,un28,C=1(C=C(C2=NC(=C(N2C1)C)C)NCC3=C(C=CC=C3)C)N4N=CN=C4,Cc1ccccc1CNc1cc(-n2cncn2)cn2c(C)c(C)nc12
64581,SSUVLZWYEBCSNU-GPQMBLKYNA-N,CHEMBL1389233,1559,N,4.65,chembl20,737826,9606,CYP2C9,un28,OC=1N2N=C(N=C2N=C(C1CC(OC)=O)C)NCC=3C(OC)=CC=CC3,COC(=O)Cc1c(C)nc2nc(NCc3ccccc3OC)nn2c1O
64596,STEXBIQSNXOZRU-NPQUBYNZNA-N,CHEMBL1701677,1559,N,4.6,chembl20,737826,9606,CYP2C9,un28,O=C(NC(CC1=CC=CC=C1)C(O)=O)C=2C=CC(C(C)(C)C)=CC2,CC(C)(C)c1ccc(C(=O)NC(Cc2ccccc2)C(=O)O)cc1
64609,SJSDZCOSPSTFSK-UHFFFAOYNA-N,CHEMBL1475146,1559,A,6.3,chembl20,737826,9606,CYP2C9,un28,ClC1=CC(OC2=NC=3N(C(=O)C(=NC3C=N2)C=4SC=CC4)C5CC5)=CC=C1,O=c1c(-c2cccs2)nc2cnc(Oc3cccc(Cl)c3)nc2n1C1CC1
64612,SJTDSZUVRAIERW-UHFFFAOYNA-N,CHEMBL1553404,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,O=C(N1CCC2(CN(C3=CC(C4=CC=CC=C4)=CC=C3)CCC2)CC1)C,CC(=O)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1
64625,SKFBULTWSMTVQI-GPQMBLKYNA-N,CHEMBL1319809,1559,A,6.6,chembl20,752251,9606,CYP2C9,un28,S(=O)(=O)(NC1=C(C=CC(=C1)C(OC)=O)C)C=2C=CC(NC(=O)C)=CC2,COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc(NC(C)=O)cc2)c1
64641,SKWYPVSDMPVJQO-PKSOQXRJNA-N,CHEMBL1716896,1559,N,4.55,chembl20,737826,9606,CYP2C9,un28,O=C1N(C(C(=O)NCC=2C=C(OC)C(OCC)=CC2)CC1)C3CCCC3,CCOc1ccc(CNC(=O)C2CCC(=O)N2C2CCCC2)cc1OC
64649,SLCLFCFWDHBVAX-LILDFLRNNA-N,CHEMBL1353756,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,S(C=1C2=C(C(=O)C=3C(C2=O)=CC=CC3)C=CC1C(=O)NC)CC,CCSc1c(C(=O)NC)ccc2c1C(=O)c1ccccc1C2=O
64663,SRFXJTJKQWBUMX-UHFFFAOYNA-N,CHEMBL1431953,1559,A,5.7,chembl20,737826,9606,CYP2C9,un28,BrC=1C=C(C2=NN=C(C3=NN(C=C32)C4=CC=C(Br)C=C4)C)C=CC1,Cc1nnc(-c2cccc(Br)c2)c2cn(-c3ccc(Br)cc3)nc12
64675,SIZJYRXMWAENKH-PKSOQXRJNA-N,CHEMBL1445850,1559,A,6.15,chembl20,737826,9606,CYP2C9,un28,S1C=2C=3N=C(SC3C=CC2N=C1NC(=O)C4=CC=5OCCOC5C=C4)C,Cc1nc2c(ccc3nc(NC(=O)c4ccc5c(c4)OCCO5)sc32)s1
64688,SLWSEHAQNPRDLB-PKSOQXRJNA-N,CHEMBL1306927,1559,A,5.3,chembl20,737826,9606,CYP2C9,un28,FC=1C(N2CCN(CC2)CC(=O)NC3=C(OC)C=CC=C3)=CC=CC1,COc1ccccc1NC(=O)CN1CCN(c2ccccc2F)CC1
64714,SOCZTSTYAHRSNO-UHFFFAOYNA-N,CHEMBL1546034,1559,A,5.3,chembl20,737826,9606,CYP2C9,un28,ClC=1C(CSC=2N(C(=O)C=3C(N2)=NC4=C(C3)CCCC4)CC)=CC=C(Cl)C1,CCn1c(SCc2ccc(Cl)cc2Cl)nc2nc3c(cc2c1=O)CCCC3
64717,SOHQSTGLORBSSF-UHFFFAOYNA-N,CHEMBL1462914,1559,A,6.05,chembl20,737826,9606,CYP2C9,un28,S(C1=NC(SCC(=O)C=2C=CC=CC2)=CC(=N1)C)CC(=O)C=3C=CC=CC3,Cc1cc(SCC(=O)c2ccccc2)nc(SCC(=O)c2ccccc2)n1
64732,SOUYYRXENUITFU-VFSNKAIFNA-N,CHEMBL467079,1559,A,5.29,chembl20,499145,9606,CYP2C9,un28,C1(=O)C(C(=C1NC2=CC=NC=C2)NC(C3=CC=CC=C3)C(N)=O)=O,NC(=O)C(Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1
64734,SPXGVJOEEKVQDZ-UHFFFAOYNA-N,CHEMBL1414083,1559,N,4.7,chembl20,737826,9606,CYP2C9,un28,O=C1N(CC(=O)N(C1C2=CC=C(OC)C=C2)CCCC)CCC3=CC=CC=C3,CCCCN1C(=O)CN(CCc2ccccc2)C(=O)C1c1ccc(OC)cc1
64742,XFUYNASYVIGKBI-UHFFFAOYNA-N,CHEMBL1572006,1559,A,5.25,chembl20,737826,9606,CYP2C9,un28,S(=O)(=O)(C1=CC=C(C=C1)C)CC#CCOC(=O)C=2C=CC(N(=O)=O)=CC2,Cc1ccc(S(=O)(=O)CC#CCOC(=O)c2ccc([N+](=O)[O-])cc2)cc1
64746,SQMKUHAJTLEPTH-PKSOQXRJNA-N,CHEMBL1405921,1559,A,6.8,chembl20,737826,9606,CYP2C9,un28,O=C(C=1C=C(NC1)C(=O)NCCC2=NC=CC=C2)C3CCCCC3,O=C(NCCc1ccccn1)c1cc(C(=O)C2CCCCC2)c[nH]1
64751,SQPPZNRXSLFSAD-NPVYFSBINA-N,CHEMBL1352931,1559,A,5.05,chembl20,737826,9606,CYP2C9,un28,S(C=1N(C(=NN1)CNC(=O)NC=2C=CC=CC2)C)CC3=CC=CC=C3,Cn1c(CNC(=O)Nc2ccccc2)nnc1SCc1ccccc1
64759,SNICMGDUOVKOPQ-MPIMZMORNA-N,6603881,1559,A,7.500310000000002,pubchem,883,9606,CYP2C9,un28,FC1=CC=C(C(OCCCC=2NC=NC2)C3=CC=C(F)C=C3)C=C1,Fc1ccc(C(OCCCc2cnc[nH]2)c2ccc(F)cc2)cc1
64760,SNICMGDUOVKOPQ-QWOVJGMINA-N,CHEMBL1179104,1559,A,7.5,chembl20,737826,9606,CYP2C9,un28,N1=CNC=C1CCCOC(C2=CC=C(C=C2)F)C3=CC=C(F)C=C3,Fc1ccc(C(OCCCc2c[nH]cn2)c2ccc(F)cc2)cc1
64782,SPJSKAAMTRHOJN-HCKMINDGNA-N,CHEMBL1313698,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,S1C2=C(N(C(=C2)C(=O)NC3=CC=C(C=C3)C(OC)=O)C)C=C1,COC(=O)c1ccc(NC(=O)c2cc3sccc3n2C)cc1
64791,VTNQGJWQDGOEIN-UYBDAZJANA-N,CHEMBL1741463,1559,A,5.85,chembl20,737826,9606,CYP2C9,un28,O=C(C=1C=C(NC1)C(=O)NCCCN2C=NC=C2)C=3C=CC=CC3,O=C(c1ccccc1)c1c[nH]c(C(=O)NCCCn2ccnc2)c1
64811,VQRKNRSPFPTZQW-UHFFFAOYNA-N,CHEMBL1514307,1559,A,6.2,chembl20,737826,9606,CYP2C9,un28,ClC1=CC(OC2=NC=3N(C(=O)C(=NC3C=N2)C=4SC=CC4)CCOC)=CC=C1,COCCn1c(=O)c(-c2cccs2)nc2cnc(Oc3cccc(Cl)c3)nc21
64819,VQXINDZZIBHENY-LILDFLRNNA-N,CHEMBL1311749,1559,A,5.25,chembl20,737826,9606,CYP2C9,un28,S1C(=NN=C(C2=CC=3OCCOC3C=C2)C1)NC=4C=C(C=CC4)C,Cc1cccc(NC2=NN=C(c3ccc4c(c3)OCCO4)CS2)c1
64820,VQYBYCNBKCIVKL-UHFFFAOYNA-N,CHEMBL1366754,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,O(C(=O)N1CCC2(CC1)CCN(CC2)CC3=CC=NC=C3)C4=CC=CC=C4,O=C(Oc1ccccc1)N1CCC2(CCN(Cc3ccncc3)CC2)CC1
64835,VXZLRFFNODAIOP-QWOVJGMINA-N,CHEMBL1331231,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,S1C(C=2N(C(=CC2)CCC(O)=O)C=3C=CC(=CC3)C(=O)C)=CC=C1,CC(=O)c1ccc(-n2c(CCC(=O)O)ccc2-c2cccs2)cc1
64836,VYAKVEYTGCNAGW-NPVYFSBINA-N,CHEMBL1548495,1559,A,5.25,chembl20,737826,9606,CYP2C9,un28,ClC1=C(NC(=O)COCC)C=C(C(=O)NC=2C=CC=CC2)C=C1,CCOCC(=O)Nc1cc(C(=O)Nc2ccccc2)ccc1Cl
64846,VYGLCUZXENISQG-UHFFFAOYNA-N,CHEMBL1484573,1559,N,4.7,chembl20,737826,9606,CYP2C9,un28,O1C2=NC(=C3C(=C2C=4N=CN=C(OCC)C14)CC(OC3)(C)C)CC(C)C,CCOc1ncnc2c1oc1nc(CC(C)C)c3c(c12)CC(C)(C)OC3
64848,VYIDVPHOMWRATL-UYBDAZJANA-N,CHEMBL1381787,1559,A,5.05,chembl20,737826,9606,CYP2C9,un28,O(C(=O)C1=C(OCC)N=CC=C1)CC(=O)NC2=C(C=CC(=C2)C)C,CCOc1ncccc1C(=O)OCC(=O)Nc1cc(C)ccc1C
64857,VRQIXINPUYECGR-UHFFFAOYNA-N,CHEMBL1603394,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,O(C1=NC=2N(C(=O)C=NC2C=N1)CCC3=CC=CC=C3)C4=CC=CC=C4,O=c1cnc2cnc(Oc3ccccc3)nc2n1CCc1ccccc1
64861,VRSOKMREWFZDNW-UHFFFAOYNA-N,CHEMBL1356318,1559,A,5.2,chembl20,688885,9606,CYP2C9,un28,O1CC2=C3C(=NC(=C2CC1C)COC4=CC=CC=C4)CCN(C3)CCC(C)C,CC(C)CCN1CCc2nc(COc3ccccc3)c3c(c2C1)COC(C)C3
64862,VRTLXPYNFWQBOA-PKSOQXRJNA-N,CHEMBL1565525,1559,A,6.3,chembl20,737826,9606,CYP2C9,un28,N=1C(NCC2=CN=CC=C2)=C(C=3C=CC(N(C)C)=CC3)C=NC1,CN(C)c1ccc(-c2cncnc2NCc2cccnc2)cc1
64863,VRWDQEIYWBOSJP-PKSOQXRJNA-N,CHEMBL1551503,1559,A,6.2,chembl20,737826,9606,CYP2C9,un28,FC1=CC=C(NC2=NC(=NC=C2)C3=CC=C(N(C)C)C=C3)C=C1,CN(C)c1ccc(-c2nccc(Nc3ccc(F)cc3)n2)cc1
64869,VRZXJGJTTAAZRH-UHFFFAOYNA-N,CHEMBL1741492,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,S(C=1N(C(=NN1)C=2C=CN=CC2)CC3OCCC3)CC4=CC=C(C=C4)C,Cc1ccc(CSc2nnc(-c3ccncc3)n2CC2CCCO2)cc1
64874,VVSPTPJCLSOCOP-UHFFFAOYNA-N,CHEMBL1594320,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,O(C(=O)C1=CC(N(=O)=O)=C(N2CCOCC2)C=C1)C3=CC=C(C=C3)C,Cc1ccc(OC(=O)c2ccc(N3CCOCC3)c([N+](=O)[O-])c2)cc1
64875,VVTJQHCRBOHFTD-UHFFFAOYNA-N,4507,1559,A,6.522880000000002,pubchem,625248,9606,CYP2C9,un28,O(C(=O)C=1C(C(C(=NC1C)C)C(OC)=O)C2=CC(N(=O)=O)=CC=C2)CC,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
64882,VWGACEKTAOFWMP-QWOVJGMINA-N,CHEMBL2018925,1559,A,6.02,chembl20,813101,9606,CYP2C9,un28,N1C=2C=CC(=CC2N=C1SCC3=CC=CC(=C3)OC4=CC=CC=C4)OC,COc1ccc2[nH]c(SCc3cccc(Oc4ccccc4)c3)nc2c1
64884,VWIHTOXTIOGLND-NUGSKGIGNA-N,CHEMBL3196379,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,ClC=1C(=CC=C(F)C1)CO/N=C/CC(=O)C=2SC(=NC2)C=3C=CC=CC3,O=C(C/C=N/OCc1ccc(F)cc1Cl)c1cnc(-c2ccccc2)s1
64886,VWKRUPZVCSQNTL-WYUMXYHSNA-N,CHEMBL1600247,1559,N,4.45,chembl20,737826,9606,CYP2C9,un28,S(=O)(=O)(N1C=2C(OC(C1)C(=O)NCCOC)=CC=C(S(=O)(=O)CC)C2)C,CCS(=O)(=O)c1ccc2c(c1)N(S(C)(=O)=O)CC(C(=O)NCCOC)O2
64888,VWMFCMQXVBETHN-LILDFLRNNA-N,CHEMBL1491888,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,O(C=1C2=C3NC=NC(N4CC(CC(C4)C)C)=C3N=C2C=CC1)C,COc1cccc2nc3c(N4CC(C)CC(C)C4)nc[nH]c-3c12
64889,VWNIGCUKNNLUKR-UHFFFAOYNA-N,56834936,1559,A,6.1549,pubchem,749992,9606,CYP2C9,un28,BrC1=CC=2N=C(O)C=3N=C(NC3C2C=C1)C4=C(Cl)C=CC=C4,Oc1nc2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12
64893,VUZVBHHNEYMBEQ-UHFFFAOYNA-N,CHEMBL1568009,1559,A,5.35,chembl20,737826,9606,CYP2C9,un28,S1C(C2C3=C(OC(=N)C2C#N)N(N=C3CCC)C4=CC=CC=C4)=CC=C1,CCCc1nn(-c2ccccc2)c2c1C(c1cccs1)C(C#N)C(=N)O2
64915,VXEQKDXZMUUEFC-NPAUZAKPNA-N,CHEMBL1414754,1559,A,5.3,chembl20,737826,9606,CYP2C9,un28,O(C1=CC=C(NC(=O)/C=C/C=2OC=CC2)C=C1)C3=CC=CC=C3,O=C(/C=C/c1ccco1)Nc1ccc(Oc2ccccc2)cc1
64916,VXFUVNQOZVZETL-BDGWVKIONA-N,CHEMBL1354154,1559,A,6.1,chembl20,737826,9606,CYP2C9,un28,N=1C(NCCC=2NC=NC2)=C(C3=CC(=CC=C3)C#N)C=NC1,N#Cc1cccc(-c2cncnc2NCCc2cnc[nH]2)c1
64919,VXILOMWTKHSQQQ-UYBDAZJANA-N,CHEMBL1488095,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,ClC1=C(NC(=O)C=2C=C(N3C(=O)C=CC3=O)C=CC2)C=CC(Cl)=C1,O=C(Nc1ccc(Cl)cc1Cl)c1cccc(N2C(=O)C=CC2=O)c1
64977,UOVRXRKDTWDYDK-UHFFFAOYNA-N,CHEMBL1320948,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,O(C=1N=C(N2CCOCC2)N=C(C1)C)C3=CC=C(C4=CC=CC=C4)C=C3,Cc1cc(Oc2ccc(-c3ccccc3)cc2)nc(N2CCOCC2)n1
64982,UOYXGXJBTVISCR-UHFFFAOYNA-N,CHEMBL1352525,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,S(CC1=C(ON=C1C)C)CC(=O)N2CCN(C=3C(=C(C=CC3)C)C)CC2,Cc1cccc(N2CCN(C(=O)CSCc3c(C)noc3C)CC2)c1C
64984,UPGHIKIDTQLIQZ-MPIMZMORNA-N,CHEMBL464389,1559,A,5.39,chembl20,561228,9606,CYP2C9,un28,C=1C=CC2=NC(C=3C=CC=NC3)=CC(C(NC4=CC=CC=C4)=O)=C2C1,O=C(Nc1ccccc1)c1cc(-c2cccnc2)nc2ccccc12
64985,UPGQTTIDZCWQJW-UHFFFAOYNA-N,CHEMBL1519647,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(N2CCN(C(=O)COC3=C(C(OC)=O)C=CC=C3)CC2)C=C1,COC(=O)c1ccccc1OCC(=O)N1CCN(c2ccc(Cl)cc2)CC1
65015,UIKJGARBOREAPL-VEWCPZSHNA-N,CHEMBL1732963,1559,A,6.9,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(COC(=O)CNC(=O)CNC(=O)C=2SC=CC2)C=C1,O=C(CNC(=O)c1cccs1)NCC(=O)OCc1ccc(Cl)cc1
65027,UIUOLJBKZMCRJH-UHFFFAOYNA-N,CHEMBL1602770,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,OC=1C(=C(N(C1O)CCO)C=2C(OC)=CC=CC2)C(=O)C=3C=CC=CC3,COc1ccccc1-c1c(C(=O)c2ccccc2)c(O)c(O)n1CCO
65053,UNZKGGQDOMDFMB-DYFVTDETNA-N,CHEMBL1397209,1559,A,7.0,chembl20,688885,9606,CYP2C9,un28,S(CC[C@H](NC(=O)C/C=C\[C@H](CO)C)C(OC)=O)C,COC(=O)[C@H](CCSC)NC(=O)C/C=C\[C@@H](C)CO
65069,UMEGGDIDNHMEOC-UHFFFAOYNA-N,CHEMBL1171709,1559,N,4.5,chembl20,639971,9606,CYP2C9,un28,C1=CC=C(C2=C1N=C(C=C2)C)N3CCN(CC3)CCC4=CC=C(C=C4)F,Cc1ccc2c(N3CCN(CCc4ccc(F)cc4)CC3)cccc2n1
65085,UKLIYYDIMLDEAZ-UHFFFAOYNA-N,CHEMBL1335059,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,O1C(=NC(=C1NCCN2CCOCC2)C#N)C=3C=CC(OCC4=CC=CC=C4)=CC3,N#Cc1nc(-c2ccc(OCc3ccccc3)cc2)oc1NCCN1CCOCC1
65093,UMUAJLQEZAUXMT-LILDFLRNNA-N,CHEMBL1359473,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,S(=O)(=O)(NCCCC(=O)NCCC1=CC=CC=C1)C=2C3=NSN=C3C=CC2,O=C(CCCNS(=O)(=O)c1cccc2nsnc12)NCCc1ccccc1
65102,UNJBBMWTNOXYOY-QPQSCNJLNA-N,CHEMBL3192769,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,ClC=1N=C(N=C(N)C1)N/N=C(/C2=CC(N(=O)=O)=CC=C2)\C,C/C(=N\Nc1nc(N)cc(Cl)n1)c1cccc([N+](=O)[O-])c1
65109,UGLGGJSRTYMNHY-UHFFFAOYNA-N,CHEMBL1497138,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,S1C=C(C2C3C(N(C(=O)C2)C4=CC=C(C=C4)C)=CC(CC3=O)(C)C)C=C1,Cc1ccc(N2C(=O)CC(c3ccsc3)C3C(=O)CC(C)(C)C=C32)cc1
65114,UKWNAMLDDFVOMY-UHFFFAOYNA-N,CHEMBL1441404,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,ClC=1C=C(C(=O)CN2C=3C(N(C2=N)CCN4CCOCC4)=CC=CC3)C=CC1Cl,N=c1n(CCN2CCOCC2)c2ccccc2n1CC(=O)c1ccc(Cl)c(Cl)c1
65131,UHSZRFLAZMNXCF-UHFFFAOYNA-N,CHEMBL2313792,1559,A,6.6,chembl20,934410,9606,CYP2C9,un28,C1=CC=C2C(=C1)C(=C(N2)N3C=NC=N3)SC4=CC(=C(C(=C4)OC)OC)OC,COc1cc(Sc2c(-n3cncn3)[nH]c3ccccc23)cc(OC)c1OC
65135,UHWWJOWAVGOCRB-DETLRYEKNA-N,CHEMBL1402106,1559,A,5.8,chembl20,688885,9606,CYP2C9,un28,BrC1=C(/N=N\C=2C(O)=NC(S)=NC2N)C(Br)=CC(S(=O)(=O)N)=C1,Nc1nc(S)nc(O)c1/N=N\c1c(Br)cc(S(N)(=O)=O)cc1Br
65136,UHWWJOWAVGOCRB-OIUQHJDCNA-N,5458215,1559,N,5.8,pubchem,883,9606,CYP2C9,un28,BrC1=C(N=NC2=C(N=C(S)N=C2O)N)C(Br)=CC(S(=O)(=O)N)=C1,Nc1nc(S)nc(O)c1N=Nc1c(Br)cc(S(N)(=O)=O)cc1Br
65141,UIASTQRXRWRHSW-QVUQFMIFNA-N,CHEMBL1224197,1559,N,4.8,chembl20,652889,9606,CYP2C9,un28,C=1C=C(C=2C=CC=C(C=3N=C(SC3)C(=O)N)C2)C(OC(F)(F)F)=CC1,NC(=O)c1nc(-c2cccc(-c3ccccc3OC(F)(F)F)c2)cs1
65172,UGAOSMMPHCGRKR-QWOVJGMINA-N,CHEMBL1087964,1559,A,6.6,chembl20,631089,9606,CYP2C9,un28,C=1C(Cl)=CC=2C(C1)=C(C=CN2)NCCCN(CC3=COC=C3)CCC,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccoc1
65177,UGEOBEWCRMXLMA-UHFFFAOYNA-N,CHEMBL1408760,1559,N,4.7,chembl20,737826,9606,CYP2C9,un28,O(C(=O)N1CCC2(CCN(CC2)C=3C=CN=CC3)CC1)C4=CC=CC=C4,O=C(Oc1ccccc1)N1CCC2(CC1)CCN(c1ccncc1)CC2
65185,UGPNXGYAEZANPN-VCHYOVAHNA-N,CHEMBL3189354,1559,A,5.6,chembl20,737826,9606,CYP2C9,un28,OC(C1=CC=C(N(=O)=O)C=C1)C(/N=C/C=2C=CC(OC)=CC2)CO,COc1ccc(/C=N/C(CO)C(O)c2ccc([N+](=O)[O-])cc2)cc1
